Date,Product_Name,Category,Location,Unit_Price_NGN,Qty_Sold,Daily_Total_NGN,Competitor_Price,Price_Gap_Pct,Delivery_Status
2025-08-02,Kings Oil 5L,Oils,Abuja,27000,7,189000,21500,25.6,On-Time
2025-08-03,Peak Milk 400g,Dairy,Enugu,5300,2,10600,4900,8.2,Delayed
2025-08-03,Yam Tuber (Large),Produce,Kano,12000,12,144000,8000,50,Delayed
2025-08-03,Indomie Super Pack,Noodles,Abuja,20000,24,480000,16800,19,On-Time
2025-03-08,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,4,44000,8800,25,Critical Delay
2025-04-08,Indomie Super Pack,Noodles,Lagos (Lekki),20000,16,320000,16800,19,On-Time
2025-08-04,Peak Milk 400g,Dairy,Enugu,5800,24,139200,4900,18.4,Critical Delay
2025-04-08,Frozen Turkey (kg),Meat,Port Harcourt,11000,5,55000,8800,25,On-Time
2025-08-04,Milo Refill 500g,Beverages,Enugu,7200,16,115200,6000,20,On-Time
2025-08-05,Semovita 10kg,Swallow,Enugu,10500,3,31500,9200,14.1,On-Time
2025-08-05,Yam Tuber (Large),Produce,Enugu,12000,7,84000,8000,50,Delayed
2025-08-05,Milo Refill 500g,Beverages,Lagos (Lekki),7200,-1,0,6000,20,Critical Delay
2025-08-05,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,26,104000,3200,25,Delayed
2025-06-08,Local Rice (50kg),Grains,Port Harcourt,120000,10,1200000,105000,14.3,On-Time
2025-06-08,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,28,154000,4200,31,Critical Delay
2025-08-06,Peak Milk 400g,Dairy,Kano,5800,28,162400,4900,18.4,Critical Delay
2025-08-06,Beans Brown (Oloyin),Grains,Port Harcourt,4500,-2,0,3200,40.6,Critical Delay
2025-08-07,Dangote Sugar 1kg,Sweeteners,Kano,4000,25,100000,3200,25,On-Time
2025-07-08,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,23,92000,3200,25,Delayed
2025-08-07,Frozen Turkey (kg),Meat,Kano,11000,22,242000,8800,25,On-Time
2025-08-07,Yam Tuber (Large),Produce,Lagos (Lekki),12000,24,288000,8000,50,Delayed
2025-08-08,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,15,60000,3200,25,Delayed
2025-08-08,Yam Tuber (Large),Produce,Enugu,12000,30,360000,8000,50,Critical Delay
2025-08-08,Yam Tuber (Large),Produce,Abuja,12000,30,360000,8000,50,Delayed
2025-08-08,Peak Milk 400g,Dairy,Ibadan,5800,7,40600,4900,18.4,Critical Delay
2025-08-09,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,26,104000,3200,25,Delayed
2025-08-09,Indomie Super Pack,Noodles,Kano,20000,12,240000,16800,19,Delayed
2025-09-08,Power Oil (Sachet),Oils,Abuja,0,17,0,400,-100,Delayed
2025-08-09,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,25,500000,16800,19,On-Time
2025-10-08,Beans Brown (Oloyin),Grains,Port Harcourt,4500,9,40500,3200,40.6,Critical Delay
2025-08-10,Local Rice (50kg),Grains,Lagos (Ikeja),120000,3,360000,105000,14.3,Delayed
2025-08-10,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,5,20000,3200,25,On-Time
2025-10-08,Local Rice (50kg),Grains,Ibadan,120000,7,840000,105000,14.3,Critical Delay
2025-11-08,Power Oil (Sachet),Oils,Enugu,500,6,3000,400,25,Critical Delay
2025-08-11,Kings Oil 5L,Oils,Abuja,27000,26,702000,21500,25.6,On-Time
2025-11-08,Yam Tuber (Large),Produce,Lagos (Lekki),12000,11,132000,8000,50,Delayed
2025-11-08,Semovita 10kg,Swallow,Ibadan,10500,15,157500,9200,14.1,On-Time
2025-08-12,Local Rice (50kg),Grains,Abuja,120000,18,2160000,105000,14.3,On-Time
2025-08-12,Milo Refill 500g,Beverages,Kano,7200,18,129600,6000,20,Critical Delay
2025-12-08,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,12,240000,16800,19,Critical Delay
2025-12-08,Indomie Super Pack,Noodles,Ibadan,20000,-2,0,16800,19,Critical Delay
2025-08-13,Indomie Super Pack,Noodles,Enugu,20000,15,300000,16800,19,Critical Delay
2025-08-13,Local Rice (50kg),Grains,Lagos (Ikeja),120000,29,3480000,105000,14.3,Critical Delay
2025-08-13,Local Rice (50kg),Grains,Kano,120000,23,2760000,105000,14.3,On-Time
2025-08-13,Beans Brown (Oloyin),Grains,Port Harcourt,4500,20,90000,3200,40.6,Delayed
2025-08-14,Semovita 10kg,Swallow,Port Harcourt,10500,25,262500,9200,14.1,On-Time
2025-08-14,Beans Brown (Oloyin),Grains,Enugu,4500,16,72000,3200,40.6,On-Time
2025-08-14,Milo Refill 500g,Beverages,Ibadan,7200,20,144000,6000,20,Delayed
2025-08-14,Indomie Super Pack,Noodles,Kano,20000,16,320000,16800,19,Delayed
2025-08-15,Power Oil (Sachet),Oils,Enugu,500,6,3000,400,25,Delayed
2025-08-15,Milo Refill 500g,Beverages,Abuja,7200,27,194400,6000,20,Delayed
2025-08-15,Beans Brown (Oloyin),Grains,Enugu,4500,22,99000,3200,40.6,Delayed
2025-12-26,Kings Oil 5L,Oils,Lagos (Lekki),27000,15,405000,21500,25.6,Delayed
2025-08-16,Yellow Garri (Paint),Tubers,Enugu,5500,1,5500,4200,31,Delayed
2025-08-16,Yellow Garri (Paint),Tubers,Ibadan,5500,23,126500,4200,31,Critical Delay
2025-08-16,Beans Brown (Oloyin),Grains,Kano,4500,26,117000,3200,40.6,On-Time
2025-08-16,Kings Oil 5L,Oils,Abuja,27000,10,270000,21500,25.6,On-Time
2025-08-17,Local Rice (50kg),Grains,Lagos (Ikeja),120000,5,600000,105000,14.3,On-Time
2025-08-17,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,14,56000,3200,25,On-Time
2025-08-17,Local Rice (50kg),Grains,Port Harcourt,119500,13,1553500,105000,13.8,On-Time
2025-08-17,Power Oil (Sachet),Oils,Enugu,500,20,10000,400,25,Delayed
2025-08-18,Milo Refill 500g,Beverages,Abuja,7200,17,122400,6000,20,On-Time
2025-08-18,Peak Milk 400g,Dairy,Kano,5800,2,11600,4900,18.4,On-Time
2025-08-18,Frozen Turkey (kg),Meat,Port Harcourt,11000,-1,0,8800,25,Delayed
2025-08-18,Kings Oil 5L,Oils,Enugu,27000,1,27000,21500,25.6,On-Time
2025-08-19,Power Oil (Sachet),Oils,Abuja,500,24,12000,400,25,Critical Delay
2025-08-19,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,28,162400,4900,18.4,Critical Delay
2025-08-19,Peak Milk 400g,Dairy,Kano,5800,0,0,4900,18.4,On-Time
2025-08-19,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,18,216000,8000,50,Critical Delay
2025-08-20,Semovita 10kg,Swallow,Lagos (Ikeja),10500,25,262500,9200,14.1,On-Time
2025-08-20,Frozen Turkey (kg),Meat,Enugu,11000,13,143000,8800,25,Critical Delay
2025-08-20,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,23,103500,3200,40.6,On-Time
2025-08-20,Semovita 10kg,Swallow,Enugu,10500,23,241500,9200,14.1,Critical Delay
2025-08-21,Power Oil (Sachet),Oils,Lagos (Ikeja),0,21,0,400,-100,On-Time
2025-08-21,Frozen Turkey (kg),Meat,Ibadan,11000,6,66000,8800,25,Delayed
2025-08-21,Beans Brown (Oloyin),Grains,Ibadan,4500,1,4500,3200,40.6,Critical Delay
2025-08-21,Indomie Super Pack,Noodles,Lagos (Lekki),20000,3,60000,16800,19,On-Time
2025-08-22,Local Rice (50kg),Grains,Kano,120000,9,1080000,105000,14.3,Delayed
2025-08-22,Semovita 10kg,Swallow,Port Harcourt,10500,6,63000,9200,14.1,Delayed
2025-08-22,Local Rice (50kg),Grains,Lagos (Ikeja),120000,5,600000,105000,14.3,Delayed
2025-08-22,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,-2,0,8800,25,On-Time
2025-08-23,Yam Tuber (Large),Produce,Kano,12000,3,36000,8000,50,Delayed
2025-08-23,Semovita 10kg,Swallow,Lagos (Ikeja),10000,27,270000,9200,8.7,Critical Delay
2025-08-23,Milo Refill 500g,Beverages,Ibadan,7200,-1,0,6000,20,Delayed
2025-08-23,Dangote Sugar 1kg,Sweeteners,Enugu,4000,17,68000,3200,25,On-Time
2025-08-24,Kings Oil 5L,Oils,Lagos (Lekki),27000,21,567000,21500,25.6,Critical Delay
2025-08-24,Milo Refill 500g,Beverages,Port Harcourt,6700,27,180900,6000,11.7,Delayed
2025-08-24,Local Rice (50kg),Grains,Port Harcourt,120000,16,1920000,105000,14.3,Delayed
2025-08-24,Yellow Garri (Paint),Tubers,Ibadan,5500,8,44000,4200,31,Delayed
2025-08-25,Semovita 10kg,Swallow,Abuja,10500,14,147000,9200,14.1,On-Time
2025-08-25,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,-1,0,3200,25,Critical Delay
2025-08-25,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,30,174000,4900,18.4,On-Time
2025-08-25,Beans Brown (Oloyin),Grains,Ibadan,4500,28,126000,3200,40.6,Critical Delay
2025-08-26,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,3,60000,16800,19,Delayed
2025-08-26,Semovita 10kg,Swallow,Ibadan,10500,29,304500,9200,14.1,Critical Delay
2025-08-26,Semovita 10kg,Swallow,Lagos (Lekki),10500,19,199500,9200,14.1,On-Time
2025-08-26,Indomie Super Pack,Noodles,Port Harcourt,20000,-2,0,16800,19,Delayed
2025-08-27,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,5,22500,3200,40.6,On-Time
2025-08-27,Milo Refill 500g,Beverages,Lagos (Lekki),7200,13,93600,6000,20,Delayed
2025-08-27,Frozen Turkey (kg),Meat,Ibadan,11000,15,165000,8800,25,On-Time
2025-08-27,Peak Milk 400g,Dairy,Lagos (Lekki),5800,16,92800,4900,18.4,Delayed
2025-08-28,Peak Milk 400g,Dairy,Ibadan,5800,1,5800,4900,18.4,Critical Delay
2025-08-28,Yam Tuber (Large),Produce,Lagos (Lekki),12000,24,288000,8000,50,On-Time
2025-08-28,Yellow Garri (Paint),Tubers,Abuja,5500,11,60500,4200,31,Delayed
2025-08-28,Power Oil (Sachet),Oils,Ibadan,500,10,5000,400,25,Critical Delay
2025-08-29,Local Rice (50kg),Grains,Lagos (Lekki),120000,17,2040000,105000,14.3,Delayed
2025-08-29,Beans Brown (Oloyin),Grains,Ibadan,4500,4,18000,3200,40.6,Critical Delay
2025-08-29,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,8,36000,3200,40.6,Critical Delay
2025-08-29,Local Rice (50kg),Grains,Ibadan,119500,23,2748500,105000,13.8,Delayed
2025-08-30,Dangote Sugar 1kg,Sweeteners,Ibadan,3500,9,31500,3200,9.4,Critical Delay
2025-08-30,Frozen Turkey (kg),Meat,Abuja,11000,4,44000,8800,25,Critical Delay
2025-08-30,Local Rice (50kg),Grains,Kano,120000,20,2400000,105000,14.3,Delayed
2025-08-30,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,6,27000,3200,40.6,On-Time
2025-08-31,Semovita 10kg,Swallow,Enugu,10500,16,168000,9200,14.1,On-Time
2025-08-31,Frozen Turkey (kg),Meat,Kano,11000,12,132000,8800,25,On-Time
2025-08-31,Semovita 10kg,Swallow,Lagos (Ikeja),10500,24,252000,9200,14.1,On-Time
2025-08-31,Semovita 10kg,Swallow,Enugu,10500,1,10500,9200,14.1,On-Time
2025-09-01,Beans Brown (Oloyin),Grains,Abuja,4500,9,40500,3200,40.6,Delayed
2025-09-01,Yam Tuber (Large),Produce,Ibadan,12000,2,24000,8000,50,Delayed
2025-01-09,Indomie Super Pack,Noodles,Enugu,20000,27,540000,16800,19,Critical Delay
2025-09-01,Frozen Turkey (kg),Meat,Kano,11000,9,99000,8800,25,Delayed
2025-09-02,Semovita 10kg,Swallow,Port Harcourt,10000,5,50000,9200,8.7,Critical Delay
2025-09-02,Indomie Super Pack,Noodles,Kano,20000,27,540000,16800,19,Delayed
2025-02-09,Yellow Garri (Paint),Tubers,Enugu,5500,21,115500,4200,31,On-Time
2025-09-02,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,25,137500,4200,31,On-Time
2025-09-03,Yam Tuber (Large),Produce,Abuja,11500,0,0,8000,43.8,On-Time
2025-03-09,Yam Tuber (Large),Produce,Ibadan,12000,12,144000,8000,50,Critical Delay
2025-09-03,Kings Oil 5L,Oils,Port Harcourt,27000,30,810000,21500,25.6,On-Time
2025-03-09,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,22,88000,3200,25,Critical Delay
2025-04-09,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,29,130500,3200,40.6,Delayed
2025-09-04,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,5,55000,8800,25,Critical Delay
2025-09-04,Power Oil (Sachet),Oils,Lagos (Ikeja),500,21,10500,400,25,Delayed
2025-04-09,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,15,60000,3200,25,On-Time
2025-09-05,Frozen Turkey (kg),Meat,Lagos (Lekki),10500,12,126000,8800,19.3,On-Time
2025-05-09,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,25,275000,8800,25,On-Time
2025-09-05,Peak Milk 400g,Dairy,Abuja,5800,19,110200,4900,18.4,Delayed
2025-05-09,Yam Tuber (Large),Produce,Ibadan,12000,19,228000,8000,50,Critical Delay
2025-09-06,Milo Refill 500g,Beverages,Abuja,7200,-2,0,6000,20,Delayed
2025-09-06,Kings Oil 5L,Oils,Abuja,27000,12,324000,21500,25.6,Delayed
2025-06-09,Yam Tuber (Large),Produce,Lagos (Lekki),12000,1,12000,8000,50,Critical Delay
2025-09-06,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,4,23200,4900,18.4,Critical Delay
2025-09-07,Dangote Sugar 1kg,Sweeteners,Enugu,4000,13,52000,3200,25,Delayed
2025-09-07,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,14,154000,8800,25,Critical Delay
2025-09-07,Beans Brown (Oloyin),Grains,Ibadan,4500,24,108000,3200,40.6,Delayed
2025-09-07,Peak Milk 400g,Dairy,Lagos (Lekki),5800,14,81200,4900,18.4,Critical Delay
2025-09-08,Semovita 10kg,Swallow,Lagos (Lekki),10500,22,231000,9200,14.1,Delayed
2025-09-08,Yam Tuber (Large),Produce,Enugu,12000,11,132000,8000,50,Critical Delay
2025-09-08,Kings Oil 5L,Oils,Port Harcourt,27000,29,783000,21500,25.6,Critical Delay
2025-09-08,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,6,24000,3200,25,Critical Delay
2025-09-09,Yam Tuber (Large),Produce,Port Harcourt,12000,13,156000,8000,50,Delayed
2025-09-09,Kings Oil 5L,Oils,Lagos (Lekki),27000,12,324000,21500,25.6,Critical Delay
2025-09-09,Yellow Garri (Paint),Tubers,Port Harcourt,5500,13,71500,4200,31,Delayed
2025-09-09,Power Oil (Sachet),Oils,Port Harcourt,500,12,6000,400,25,Critical Delay
2025-09-10,Indomie Super Pack,Noodles,Port Harcourt,20000,-1,0,16800,19,On-Time
2025-10-09,Yellow Garri (Paint),Tubers,Ibadan,5500,6,33000,4200,31,Critical Delay
2025-10-09,Yellow Garri (Paint),Tubers,Kano,5500,8,44000,4200,31,On-Time
2025-09-10,Kings Oil 5L,Oils,Lagos (Ikeja),27000,3,81000,21500,25.6,Critical Delay
2025-09-11,Semovita 10kg,Swallow,Ibadan,10500,17,178500,9200,14.1,Delayed
2025-11-09,Local Rice (50kg),Grains,Kano,120000,20,2400000,105000,14.3,Delayed
2025-11-09,Local Rice (50kg),Grains,Lagos (Ikeja),120000,22,2640000,105000,14.3,Critical Delay
2025-11-09,Peak Milk 400g,Dairy,Lagos (Lekki),5800,1,5800,4900,18.4,Critical Delay
2025-09-12,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,17,76500,3200,40.6,On-Time
2025-09-12,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,30,120000,3200,25,On-Time
2025-12-09,Milo Refill 500g,Beverages,Kano,7200,27,194400,6000,20,Delayed
2025-09-12,Dangote Sugar 1kg,Sweeteners,Ibadan,3500,30,105000,3200,9.4,Delayed
2025-09-13,Peak Milk 400g,Dairy,Lagos (Lekki),5800,21,121800,4900,18.4,Delayed
2025-09-13,Kings Oil 5L,Oils,Enugu,27000,20,540000,21500,25.6,Critical Delay
2025-09-13,Kings Oil 5L,Oils,Ibadan,27000,-2,0,21500,25.6,Delayed
2025-09-13,Power Oil (Sachet),Oils,Lagos (Lekki),500,18,9000,400,25,Delayed
2025-09-14,Local Rice (50kg),Grains,Ibadan,119500,0,0,105000,13.8,Critical Delay
2025-09-14,Yellow Garri (Paint),Tubers,Port Harcourt,5500,28,154000,4200,31,On-Time
2025-09-14,Peak Milk 400g,Dairy,Port Harcourt,5800,3,17400,4900,18.4,On-Time
2025-09-14,Indomie Super Pack,Noodles,Lagos (Lekki),20000,0,0,16800,19,Critical Delay
2025-09-15,Kings Oil 5L,Oils,Enugu,27000,16,432000,21500,25.6,Critical Delay
2025-09-15,Semovita 10kg,Swallow,Ibadan,10500,1,10500,9200,14.1,Critical Delay
2025-09-15,Yam Tuber (Large),Produce,Kano,12000,20,240000,8000,50,On-Time
2025-09-15,Kings Oil 5L,Oils,Enugu,27000,0,0,21500,25.6,Critical Delay
2025-09-16,Beans Brown (Oloyin),Grains,Port Harcourt,4500,28,126000,3200,40.6,On-Time
2025-09-16,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,23,126500,4200,31,On-Time
2025-09-16,Beans Brown (Oloyin),Grains,Abuja,4500,9,40500,3200,40.6,Delayed
2025-09-16,Yam Tuber (Large),Produce,Port Harcourt,12000,14,168000,8000,50,Delayed
2025-09-17,Peak Milk 400g,Dairy,Lagos (Lekki),5800,24,139200,4900,18.4,Critical Delay
2025-09-17,Milo Refill 500g,Beverages,Enugu,7200,11,79200,6000,20,Delayed
2025-09-17,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,15,82500,4200,31,Critical Delay
2025-09-17,Semovita 10kg,Swallow,Abuja,10500,22,231000,9200,14.1,Delayed
2025-09-18,Frozen Turkey (kg),Meat,Abuja,11000,4,44000,8800,25,Delayed
2025-09-18,Local Rice (50kg),Grains,Lagos (Ikeja),120000,1,120000,105000,14.3,On-Time
2025-09-18,Yellow Garri (Paint),Tubers,Kano,5500,28,154000,4200,31,Critical Delay
2025-09-18,Kings Oil 5L,Oils,Lagos (Lekki),27000,14,378000,21500,25.6,On-Time
2025-09-19,Yam Tuber (Large),Produce,Port Harcourt,12000,24,288000,8000,50,Critical Delay
2025-09-19,Peak Milk 400g,Dairy,Abuja,5800,21,121800,4900,18.4,On-Time
2025-09-19,Yam Tuber (Large),Produce,Abuja,12000,3,36000,8000,50,On-Time
2025-09-19,Milo Refill 500g,Beverages,Kano,7200,19,136800,6000,20,On-Time
2025-09-20,Semovita 10kg,Swallow,Ibadan,10500,27,283500,9200,14.1,Delayed
2025-09-20,Milo Refill 500g,Beverages,Port Harcourt,7200,15,108000,6000,20,Critical Delay
2025-09-20,Kings Oil 5L,Oils,Kano,27000,21,567000,21500,25.6,On-Time
2025-09-20,Milo Refill 500g,Beverages,Kano,7200,23,165600,6000,20,On-Time
2025-09-21,Local Rice (50kg),Grains,Abuja,119500,17,2031500,105000,13.8,Critical Delay
2025-09-21,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,27,108000,3200,25,Critical Delay
2025-09-21,Semovita 10kg,Swallow,Abuja,10500,9,94500,9200,14.1,On-Time
2025-09-21,Yam Tuber (Large),Produce,Kano,11500,17,195500,8000,43.8,Delayed
2025-09-22,Yam Tuber (Large),Produce,Enugu,12000,22,264000,8000,50,On-Time
2025-09-22,Indomie Super Pack,Noodles,Abuja,20000,20,400000,16800,19,Delayed
2025-09-22,Milo Refill 500g,Beverages,Enugu,7200,13,93600,6000,20,Critical Delay
2025-09-22,Indomie Super Pack,Noodles,Abuja,20000,27,540000,16800,19,Delayed
2025-09-23,Beans Brown (Oloyin),Grains,Kano,4000,9,36000,3200,25,On-Time
2025-09-23,Yellow Garri (Paint),Tubers,Kano,5500,22,121000,4200,31,Critical Delay
2025-09-23,Milo Refill 500g,Beverages,Enugu,7200,-2,0,6000,20,Delayed
2025-09-23,Yellow Garri (Paint),Tubers,Enugu,5500,12,66000,4200,31,On-Time
2025-09-24,Local Rice (50kg),Grains,Lagos (Lekki),120000,21,2520000,105000,14.3,On-Time
2025-09-24,Local Rice (50kg),Grains,Enugu,120000,0,0,105000,14.3,On-Time
2025-09-24,Frozen Turkey (kg),Meat,Kano,11000,21,231000,8800,25,Critical Delay
2025-09-24,Frozen Turkey (kg),Meat,Ibadan,11000,28,308000,8800,25,On-Time
2025-09-25,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,11,132000,8000,50,On-Time
2025-09-25,Dangote Sugar 1kg,Sweeteners,Enugu,4000,2,8000,3200,25,On-Time
2025-09-25,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,7,31500,3200,40.6,Delayed
2025-09-25,Milo Refill 500g,Beverages,Ibadan,6700,25,167500,6000,11.7,Delayed
2025-09-26,Local Rice (50kg),Grains,Port Harcourt,120000,9,1080000,105000,14.3,Delayed
2025-09-26,Beans Brown (Oloyin),Grains,Enugu,4500,29,130500,3200,40.6,Critical Delay
2025-09-26,Yellow Garri (Paint),Tubers,Port Harcourt,5500,11,60500,4200,31,Delayed
2025-09-26,Yellow Garri (Paint),Tubers,Abuja,5500,26,143000,4200,31,Delayed
2025-09-27,Local Rice (50kg),Grains,Enugu,120000,20,2400000,105000,14.3,On-Time
2025-09-27,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,28,154000,4200,31,Critical Delay
2025-09-27,Indomie Super Pack,Noodles,Ibadan,20000,2,40000,16800,19,On-Time
2025-09-27,Milo Refill 500g,Beverages,Port Harcourt,7200,18,129600,6000,20,On-Time
2025-09-28,Power Oil (Sachet),Oils,Lagos (Ikeja),500,7,3500,400,25,On-Time
2025-09-28,Semovita 10kg,Swallow,Kano,10500,11,115500,9200,14.1,Critical Delay
2025-09-28,Semovita 10kg,Swallow,Enugu,10500,10,105000,9200,14.1,Delayed
2025-09-28,Power Oil (Sachet),Oils,Lagos (Ikeja),500,1,500,400,25,Critical Delay
2025-09-29,Kings Oil 5L,Oils,Abuja,27000,18,486000,21500,25.6,Delayed
2025-09-29,Indomie Super Pack,Noodles,Lagos (Lekki),20000,3,60000,16800,19,Delayed
2025-09-29,Power Oil (Sachet),Oils,Kano,500,6,3000,400,25,Delayed
2025-09-29,Local Rice (50kg),Grains,Kano,120000,0,0,105000,14.3,On-Time
2025-09-30,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,14,56000,3200,25,Delayed
2025-09-30,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,19,76000,3200,25,Delayed
2025-09-30,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,4,28800,6000,20,Critical Delay
2025-09-30,Semovita 10kg,Swallow,Lagos (Ikeja),10500,14,147000,9200,14.1,On-Time
2025-10-01,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,27,108000,3200,25,On-Time
2025-10-01,Beans Brown (Oloyin),Grains,Port Harcourt,4500,26,117000,3200,40.6,Critical Delay
2025-10-01,Frozen Turkey (kg),Meat,Port Harcourt,11000,21,231000,8800,25,On-Time
2025-10-01,Milo Refill 500g,Beverages,Kano,7200,5,36000,6000,20,Delayed
2025-02-10,Kings Oil 5L,Oils,Abuja,27000,13,351000,21500,25.6,On-Time
2025-02-10,Kings Oil 5L,Oils,Kano,27000,21,567000,21500,25.6,Delayed
2025-02-10,Local Rice (50kg),Grains,Lagos (Lekki),120000,-1,0,105000,14.3,Delayed
2025-10-02,Semovita 10kg,Swallow,Ibadan,10500,0,0,9200,14.1,Delayed
2025-10-03,Semovita 10kg,Swallow,Ibadan,10500,10,105000,9200,14.1,On-Time
2025-03-10,Yam Tuber (Large),Produce,Port Harcourt,12000,-1,0,8000,50,Delayed
2025-10-03,Indomie Super Pack,Noodles,Ibadan,20000,24,480000,16800,19,Critical Delay
2025-03-10,Local Rice (50kg),Grains,Enugu,120000,30,3600000,105000,14.3,Delayed
2025-04-10,Beans Brown (Oloyin),Grains,Port Harcourt,4500,0,0,3200,40.6,Delayed
2025-10-04,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,20,400000,16800,19,On-Time
2025-10-04,Kings Oil 5L,Oils,Enugu,27000,5,135000,21500,25.6,Critical Delay
2025-10-04,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,23,103500,3200,40.6,Critical Delay
2025-10-05,Local Rice (50kg),Grains,Port Harcourt,120000,18,2160000,105000,14.3,Delayed
2025-05-10,Dangote Sugar 1kg,Sweeteners,Abuja,4000,6,24000,3200,25,On-Time
2025-10-05,Power Oil (Sachet),Oils,Ibadan,500,6,3000,400,25,On-Time
2025-05-10,Yellow Garri (Paint),Tubers,Abuja,5500,8,44000,4200,31,On-Time
2025-10-06,Milo Refill 500g,Beverages,Ibadan,7200,29,208800,6000,20,Delayed
2025-06-10,Semovita 10kg,Swallow,Lagos (Ikeja),10500,6,63000,9200,14.1,Delayed
2025-10-06,Local Rice (50kg),Grains,Abuja,120000,10,1200000,105000,14.3,Delayed
2025-10-06,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,-2,0,3200,25,Critical Delay
2025-10-07,Milo Refill 500g,Beverages,Lagos (Lekki),7200,-2,0,6000,20,On-Time
2025-10-07,Local Rice (50kg),Grains,Abuja,120000,4,480000,105000,14.3,Delayed
2025-07-10,Dangote Sugar 1kg,Sweeteners,Kano,4000,7,28000,3200,25,Delayed
2025-07-10,Peak Milk 400g,Dairy,Kano,5800,15,87000,4900,18.4,Critical Delay
2025-08-10,Yam Tuber (Large),Produce,Enugu,12000,2,24000,8000,50,On-Time
2025-10-08,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,29,130500,3200,40.6,Delayed
2025-10-08,Power Oil (Sachet),Oils,Enugu,500,-1,0,400,25,Critical Delay
2025-08-10,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,26,104000,3200,25,Critical Delay
2025-09-10,Indomie Super Pack,Noodles,Kano,20000,29,580000,16800,19,Delayed
2025-10-09,Beans Brown (Oloyin),Grains,Kano,4500,-1,0,3200,40.6,Delayed
2025-09-10,Yam Tuber (Large),Produce,Abuja,11500,24,276000,8000,43.8,On-Time
2025-09-10,Peak Milk 400g,Dairy,Enugu,5800,24,139200,4900,18.4,Critical Delay
2025-10-10,Peak Milk 400g,Dairy,Abuja,5800,8,46400,4900,18.4,Delayed
2025-10-10,Beans Brown (Oloyin),Grains,Ibadan,4000,17,68000,3200,25,On-Time
2025-10-10,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,14,154000,8800,25,On-Time
2025-10-10,Indomie Super Pack,Noodles,Ibadan,20000,10,200000,16800,19,On-Time
2025-10-11,Indomie Super Pack,Noodles,Kano,20000,8,160000,16800,19,Delayed
2025-10-11,Yellow Garri (Paint),Tubers,Ibadan,5500,30,165000,4200,31,Delayed
2025-10-11,Frozen Turkey (kg),Meat,Kano,11000,25,275000,8800,25,On-Time
2025-11-10,Kings Oil 5L,Oils,Abuja,27000,15,405000,21500,25.6,Critical Delay
2025-10-12,Power Oil (Sachet),Oils,Lagos (Lekki),0,27,0,400,-100,On-Time
2025-12-10,Yam Tuber (Large),Produce,Port Harcourt,12000,23,276000,8000,50,Delayed
